species binomial             ,family ,notes,LA,LFW,LDW,LSI,LWD,LMA,LA,LDMC,SLA,C           (%),S           (%),R           (%),C : S : R =,Strategy class,S (%),C (%),R (%),Red,Green,Blue,RGB,,"LFW       leaf fresh weight (mg) [saturated, turgid fresh weight, after a night wrapped in damp paper and foil at             4 oC]",LDW leaf dry weight (mg)  [after oven drying to constant weight],"Succulence index                   (g water dm-2)              [For succulents (>5 g dm2), Leaf Water Content (%) (=100-LDMC) automatically used instead of LDMC for S calculation]",,LDMC         leaf dry matter content    adjusted for succulence,sqrt(max) LA,logit LDMC,log SLA,PCA 2 Coordinate (C),PCA 1 Coordinate (S),PCA 1 Coordinate (R),Min C dimension,Min S dimension,Min R dimension,Neg outlier correction C,Neg outlier correction S,Neg outlier correction R,Max C dimension ,Max S dimension,Max R dimension,Pos outlier correction C,Pos outlier correction S,Pos outlier correction R,Positive translation coef. C,Positive translation coef. S,Positive translation coef. R,C positive translation,S positive translation,R positive translation,Range PCA2 (C) positive translation,Range PCA1 (S) positive translation,Range PCA1 (R) positive translation,Proportion of total variability (C),Proportion of total variability (S),Proportion of total variability (R),Percentage Conversion Coefficient,,,,,C,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,Variances,,,,,,,,,,,,,,,,,,,Minimum variance,at position in list,,,,,,
Buttercup,,Mean,.,.,2.0,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Lycium andersonii,,Rep1,.,.,1.6,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Lycium andersonii,,Rep2,.,.,1.3,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Lycium andersonii,,Rep3,.,.,1.0,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Lycium andersonii,,Mean,.,.,1.3,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep1,.,.,24.8,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep2,.,.,13.2,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep3,.,.,17.5,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep4,.,.,12.8,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep5,.,.,32.0,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep6,.,.,12.7,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep7,.,.,5.1,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Rep8,.,.,36.8,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Salvia columbariae,,Mean,.,.,19.4,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Undertermined poaceae,,Rep1,.,.,1.9,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Undertermined poaceae,,Rep2,.,.,2.7,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Undertermined poaceae,,Rep3,.,.,3.4,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Undertermined poaceae,,Mean,.,.,2.7,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,0.000,-0.756,-11.347,#REF!,#REF!,#REF!,57.376,5.792,1.108,#REF!,#REF!,#REF!,0.0,0.8,11.3,#REF!,#REF!,#REF!,57.376,6.548,12.455,#REF!,#REF!,#REF!,#REF!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,
Jersey Cudweed,,Rep1,.,.,9.3,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
Jersey Cudweed,,Rep2,.,.,6.0,#VALUE!,#VALUE!,#VALUE!,.,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0.000,-0.756,-11.347,#VALUE!,#VALUE!,#VALUE!,57.376,5.792,1.108,#VALUE!,#VALUE!,#VALUE!,0.0,0.8,11.3,#VALUE!,#VALUE!,#VALUE!,57.376,6.548,12.455,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,90,73,#REF!,#REF!,54,48,42,42,#REF!,33,23,23,23,5,17,5,5,5,5,5,5,#REF!,#REF!,23,48,17,42,#REF!,33,73,23,54,5,42,90,23,73,48,5,23,#REF!,#REF!,23,5,42,17,#REF!,33,5,54,23,90,42,5,73,23,48,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
